Respondent ID,Respondent's gender,Respondent's age,Respondent's marital status,What province does the respondent live?,Name of city / town / growth point,Name of area/ suburb/village,Can you read and write?,What is your highest level of education?,Are you employed?,Mining,Retail,Civil service,Transport,Manufacturing,Tourism,NGOs,Local Government,Vending,Cross border trading,Tuck shop owner,Stationary shop owner,Flea market / bale shop,Canteen shop,Hair-dresser,Beads and ware making,Other (please specify),What best describes ﻿your accommodation agreement?,How can you describe your type of accommodation?,Which bracket can you place your monthly income given your earnings in the past 3 months?,"Have you ever been a part of a policy formulation process? (Eg. National budget consultative meeting, Parliamentary Portfolio Committee Public Outreach)",Budget approval,Discussions on performance of local authority,Discussions on performance of central government,Consultations on service delivery,COVID-19 national response,Consultations on the Transitional Stabilisation Program,Consultations on Vision 2030,Consultations on the National Development Strategy 1,Other (please specify),Do you think there is adequate scope / room for you to make an input towards public policy processes?,Budget approval,Consultations on improvement of service delivery,Discussions on performance of local authorities,Discussions on performance of central government,COVID-19 national response,Development of national processes,Other,Do you know about the National Development Strategy 1: 2021-2025 (NDS1)?,None of the above,Economic Growth and stability,"Transport, Infrastructure and Utilities",Governance,Moving the Economy up the Value Chain and Structural Transformation,Housing Delivery,Devolution,Health and Well-being,Human Capital Development,"Environmental Protection,Climate Resilience and Natural Resource Management",Food Security and Nutrition,Image Building and International Engagement and Re-engagement,Social Protection,Digital Economy,"Youth, Sport and Culture",All of the mentioned priority areas below,Other (please specify),Did you participate or make an input into the content of the NDS1?,Do you know about Vision 2030?,Governance Pillar,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,Infrastructural Development,Social Development,"Micro, Small and Medium Enterprises",Youth Development,Gender Equality and Women Empowerment,"Sport, Recreation, Arts and Culture",Did you participate or make an input into the content of Vision 2030?,Did you vote in the last general elections,Do you know your current Ward Councillor?,Clean water provision,Garbage disposal,Housing,Road network maintenance,Health care,Employment creation,Electricity,Education,Regular supply of clean water,Garbage disposal,Affordable Housing / Stands,Regular road network maintenance,Functioning and well equipped clinics,Jobs,Improved provision of Education,Vocational training opportunities,Street light  installation and maintenance,Sewer reticulation,Other (please specify),Incompetence by office holders,Corruption,Meddling by central government,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,Inadequate resources,Other (please specify),How would you rank overall local council performance since election so far?,Do you know your current Member of Parliament,Do you know your current Senator?,How would you rank overall Government performance since elections?,Provision / Creation of jobs - Rating,Stability of prices - Rating,Health care delivery - Rating,Education delivery - Rating,Nation building - Rating,Infrastructure development - Rating,Does government have adequate resources to implement or address these issues?,Limited financial resources,Corruption,Sanctions,Lack of political will,Incompetence,Ineffective leadership,Lack of integrity,External political pressures,Other (please specify),Stabilising prices,Fixing cash shortages,Creating employment,Dealing with corruption,Improved infrastructure,Re-engagement with the international community,Working together with other political parties,Resuscitating industry,Improved health service delivery,Improved education provision,Ensuring food security,Affordable housing and stands,Improved local government service provision,Other (please specify),Many of us in well paying jobs (family / friends),Stable and affordable prices of goods,Many of us have our own homes,We are food secure (3 meals a day),Corrupt elements are put in prison,Industries are open and exporting,Our schools are working,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",Political parties are not insulting each other but are working together.,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,Other (please specify),Are there any other issues you feel should be addressed?
13084590082,Male,36 - 45,Married,Manicaland,Mutasa,Honde valley,Yes,Tertiary education,Yes,,,Civil service,,,,,,,,,,,,,,,Company owned,Room(s) in a house,US$201-$500,Yes,,,,Consultations on service delivery,COVID-19 national response,,,Consultations on the National Development Strategy 1,,Yes,,Consultations on improvement of service delivery,Discussions on performance of local authorities,,,Development of national processes,,Yes,,,"Transport, Infrastructure and Utilities",,,,Devolution,,,,,,,,,,,Yes,Yes,,,,Infrastructural Development,,,,Gender Equality and Women Empowerment,"Sport, Recreation, Arts and Culture",Yes,Yes,Yes,Remained the same (fair),Moderately improved (good),Remained the same (fair),Remained the same (fair),Decreased (bad),Remained the same (fair),Remained the same (fair),Decreased (bad),,,,Regular road network maintenance,Functioning and well equipped clinics,,,Vocational training opportunities,,,,,,Meddling by central government,Lack of appropriate oversight by Councillors,,Inadequate resources,,Low,Yes,Yes,Low,Low,Medium,Low,Low,Low,Low,Yes,Limited financial resources,Corruption,,Lack of political will,,,,,,,,,,Improved infrastructure,,,Resuscitating industry,,,Ensuring food security,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,Government to manage intraparty politics
13084569748,Female,18 - 25,Never Married,Mashonaland East,Ruwa,Zimre Park,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,Yes,Budget approval,,Discussions on performance of local authorities,,,Development of national processes,,No,,,,,,,,,,,,,,,,,,,Yes,,,,Infrastructural Development,Social Development,"Micro, Small and Medium Enterprises",,,,No,No,Yes,Decreased (bad),Decreased (bad),Remained the same (fair),Decreased (bad),Non-existent (very bad),Non-existent (very bad),Decreased (bad),Decreased (bad),Regular supply of clean water,Garbage disposal,,,Functioning and well equipped clinics,,,,,,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,No,No,Low,Low,Low,Low,Low,Low,Low,No,,Corruption,,,Incompetence,,Lack of integrity,,,,,,,,Re-engagement with the international community,,Resuscitating industry,Improved health service delivery,,,,,,,,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,No
13084546719,Female,26 - 35,Married,Mashonaland Central,Bindura ,Chiwaridzo ,Yes,Tertiary education,Yes,,,,,,,NGOs,,,,,,,,,,,Rental,Room(s) in a house,US$501-$1000,Yes,,,,,,Consultations on the Transitional Stabilisation Program,Consultations on Vision 2030,Consultations on the National Development Strategy 1,,Yes,Budget approval,,,,COVID-19 national response,Development of national processes,,Yes,,,,Governance,Moving the Economy up the Value Chain and Structural Transformation,,Devolution,,,"Environmental Protection,Climate Resilience and Natural Resource Management",,,,,,,,Yes,Yes,,,,,Social Development,,Youth Development,Gender Equality and Women Empowerment,,Yes,Yes,Yes,Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),,,,,,,,Vocational training opportunities,,,,,,,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,Inadequate resources,,Medium,Yes,Yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,Limited financial resources,Corruption,,,,,,,,,,,,,Re-engagement with the international community,,,,,,,Improved local government service provision,,,,,,,Industries are open and exporting,,,,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,No 
13084510935,Female,36 - 45,Divorced,Mashonaland Central,Bindura ,Chipadze ,Yes,Secondary school,Yes,,,,,,,,,,,,,Flea market / bale shop,,Hair-dresser,,,Rental,Room(s) in a house,US$101-$200,No,,,,,,,,,,Yes,,Consultations on improvement of service delivery,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Moderately improved (good),Remained the same (fair),Remained the same (fair),Moderately improved (good),Decreased (bad),Decreased (bad),Moderately improved (good),Remained the same (fair),Regular supply of clean water,Garbage disposal,,,,,,Vocational training opportunities,,,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Medium,Yes,No,Medium,Medium,Low,Low,Medium,Medium,Low,Yes,Limited financial resources,Corruption,Sanctions,,,,,,,,,Creating employment,Dealing with corruption,,,,Resuscitating industry,,,,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,Child marriage issues 
13084490243,Male,26 - 35,Separated,Manicaland,Mutasa,Honde valley,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Room(s) in a house,US$51-$100,Yes,,,,Consultations on service delivery,,Consultations on the Transitional Stabilisation Program,,Consultations on the National Development Strategy 1,,Yes,,,Discussions on performance of local authorities,,COVID-19 national response,Development of national processes,,Yes,,,,Governance,,,Devolution,,,,Food Security and Nutrition,,,,,,,Yes,Yes,,,,Infrastructural Development,,,,Gender Equality and Women Empowerment,"Sport, Recreation, Arts and Culture",No,Yes,Yes,Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Non-existent (very bad),Remained the same (fair),Moderately improved (good),,,Affordable Housing / Stands,Regular road network maintenance,,,,Vocational training opportunities,,,,,,Meddling by central government,,Lack of appropriate oversight by residents,,,Low,Yes,Yes,Low,Low,Low,Low,Low,Low,Low,Yes,,Corruption,,Lack of political will,Incompetence,,,,,,,Creating employment,,Improved infrastructure,,,,,,Ensuring food security,,,,,,,We are food secure (3 meals a day),Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,One stop shop for our farmers here in Honde valley
13084509363,Male,36 - 45,Married,Mashonaland East,Harare,Zimre Park,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Rental,Cottage,US$101-$200,No,,,,,,,,,,Yes,,Consultations on improvement of service delivery,,,,Development of national processes,,No,,,,,,,,,,,,,,,,,,,Yes,,Macro-Economic Stability and Financial Re-engagement,,Infrastructural Development,,,,Gender Equality and Women Empowerment,,No,Yes,Yes,Non-existent (very bad),Decreased (bad),Remained the same (fair),Remained the same (fair),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Regular supply of clean water,,,,Functioning and well equipped clinics,,,,,Sewer reticulation,,,Corruption,Meddling by central government,Lack of appropriate oversight by Councillors,,,,Low,Yes,Yes,Low,Low,Low,Low,Low,Low,Low,No,Limited financial resources,Corruption,,,,Ineffective leadership,,,,,,,,Improved infrastructure,Re-engagement with the international community,,Resuscitating industry,,,,,,,,,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,No
13084492839,Female,66 and above,Widowed,Mashonaland Central,Bindura ,Chiwaridzo ,No,Primary school,No,,,,,,,,,,,,,,,,,,Own- Fully paid for,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Regular supply of clean water,Garbage disposal,,Regular road network maintenance,,,,,,,,,Corruption,,,,,,Low,Yes,Yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,Limited financial resources,,Sanctions,,,,,,,,,Creating employment,Dealing with corruption,,,,,,,Ensuring food security,,,,,,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13084473093,Male,36 - 45,Married,Mashonaland Central,Bindura ,Chiwaridzo ,Yes,Secondary school,Yes,,,Civil service,,,,,,,,,,,,,,,Rental,Cottage,US$201-$500,Yes,,,Discussions on performance of central government,,,,Consultations on Vision 2030,Consultations on the National Development Strategy 1,,Yes,Budget approval,,,,,Development of national processes,,Yes,,,,,,,Devolution,,,,,,Social Protection,,,,,No,Yes,,,Inclusive Growth,Infrastructural Development,Social Development,"Micro, Small and Medium Enterprises",,,,Yes,Yes,Yes,Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),Remained the same (fair),Remained the same (fair),Regular supply of clean water,,,Regular road network maintenance,,,,Vocational training opportunities,,,,Incompetence by office holders,Corruption,,,,Inadequate resources,,Medium,Yes,Yes,Medium,Medium,Medium,Medium,Medium,Low,Medium,Yes,,Corruption,Sanctions,,,,,External political pressures,,,,Creating employment,,,Re-engagement with the international community,,Resuscitating industry,,,,,,,,,,,,Industries are open and exporting,,,,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,N/A
13084455154,Male,46 - 55,Married,Mashonaland Central,Bindura ,Chiwaridzo ,Yes,Tertiary education,Yes,,,,Transport,,,,,,,,,,,,,,Own- Fully paid for,Full house,US$51-$100,Yes,,,,Consultations on service delivery,,,,,,Yes,,Consultations on improvement of service delivery,,,,,,Yes,,Economic Growth and stability,,,,Housing Delivery,Devolution,,,,,Image Building and International Engagement and Re-engagement,,,,,,No,Yes,,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,,,,,,,No,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),,,Affordable Housing / Stands,Regular road network maintenance,,,,Vocational training opportunities,,,,,,Meddling by central government,,,Inadequate resources,,Medium,Yes,Yes,Medium,Low,Low,Low,Low,Low,Low,Yes,,Corruption,,,Incompetence,,Lack of integrity,,,,,Creating employment,Dealing with corruption,,,,Resuscitating industry,,,,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,,,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,Issue of salary increments for civil servants 
13084458641,Female,26 - 35,Never Married,Mashonaland East,Ruwa,Ruwa,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Cottage,US$0-$50,No,,,,,,,,,,Yes,Budget approval,,,,COVID-19 national response,Development of national processes,,No,,,,,,,,,,,,,,,,,,,Yes,,Macro-Economic Stability and Financial Re-engagement,,Infrastructural Development,,"Micro, Small and Medium Enterprises",,,,No,No,Yes,Non-existent (very bad),Decreased (bad),Remained the same (fair),Remained the same (fair),Non-existent (very bad),Non-existent (very bad),Decreased (bad),Decreased (bad),,,,,Functioning and well equipped clinics,,,,Street light  installation and maintenance,Sewer reticulation,,,Corruption,,,Lack of appropriate oversight by residents,Inadequate resources,,Low,Yes,No,Low,Low,Low,Low,Low,Low,Low,No,Limited financial resources,Corruption,,,,Ineffective leadership,,,,,,,Dealing with corruption,,,,Resuscitating industry,Improved health service delivery,,,,,,,,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,No
13084432841,Female,18 - 25,Never Married,Mashonaland Central,Bindura ,Chiwaridzo ,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,Yes,,Discussions on performance of local authority,,,,,,,,Yes,,,,,COVID-19 national response,,,Yes,,,,,,,,,,"Environmental Protection,Climate Resilience and Natural Resource Management",,,,,,,,No,Yes,,,,Infrastructural Development,,,,,,No,Yes,Yes,Remained the same (fair),Non-existent (very bad),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),,Garbage disposal,,Regular road network maintenance,,,,,,Sewer reticulation,,Incompetence by office holders,Corruption,,Lack of appropriate oversight by Councillors,,,,Medium,Yes,Yes,Medium,Low,Low,Medium,Low,Low,Medium,Yes,,Corruption,,,Incompetence,Ineffective leadership,,,,,Fixing cash shortages,,Dealing with corruption,,Re-engagement with the international community,,,,,,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13084441570,Male,46 - 55,Married,Mashonaland East,Harare,Ruwa,Yes,Tertiary education,Yes,,,Civil service,,,,,,,,,,,,,,,Rental,Room(s) in a house,US$201-$500,No,,,,,,,,,,Yes,,Consultations on improvement of service delivery,,,,Development of national processes,,No,,,,,,,,,,,,,,,,,,,Yes,,Macro-Economic Stability and Financial Re-engagement,,Infrastructural Development,Social Development,"Micro, Small and Medium Enterprises",,,,No,Yes,Yes,Decreased (bad),Remained the same (fair),Remained the same (fair),Moderately improved (good),Non-existent (very bad),Remained the same (fair),Decreased (bad),Decreased (bad),Regular supply of clean water,,,,Functioning and well equipped clinics,,,Vocational training opportunities,,,,Incompetence by office holders,Corruption,,,,Inadequate resources,,Low,Yes,Yes,Low,Low,Low,Low,Low,Low,Low,No,,Corruption,,,Incompetence,Ineffective leadership,,,,,,,,,,,Resuscitating industry,Improved health service delivery,Improved education provision,,,,,,,,,,Industries are open and exporting,Our schools are working,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,None
13084423680,Female,46 - 55,Widowed,Masvingo,Masvingo,Sisk,Yes,Secondary school,Yes,,,,,,,,,,Cross border trading,,,,,,,,Own- Fully paid for,Full house,US$201-$500,Yes,,,Discussions on performance of central government,,,,,,,Yes,,,,Discussions on performance of central government,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Decreased (bad),Decreased (bad),Remained the same (fair),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Remained the same (fair),Regular supply of clean water,,,Regular road network maintenance,,Jobs,,,,,,Incompetence by office holders,Corruption,,Lack of appropriate oversight by Councillors,,,,Medium,Yes,Yes,Low,Low,Medium,Low,Low,Low,Low,Yes,,,,Lack of political will,,Ineffective leadership,Lack of integrity,,,Stabilising prices,,Creating employment,Dealing with corruption,,,,,,,,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13084426158,Female,46 - 55,Married,Mashonaland East,Harare,Damafalls,Yes,Tertiary education,Yes,Mining,,,,,,,,,,,,,,,,,Rental,Cottage,US$501-$1000,No,,,,,,,,,,Yes,,Consultations on improvement of service delivery,Discussions on performance of local authorities,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,Macro-Economic Stability and Financial Re-engagement,,,,"Micro, Small and Medium Enterprises",,Gender Equality and Women Empowerment,,No,Yes,Yes,Non-existent (very bad),Remained the same (fair),Remained the same (fair),Decreased (bad),Decreased (bad),Non-existent (very bad),Decreased (bad),Decreased (bad),Regular supply of clean water,Garbage disposal,Affordable Housing / Stands,,,,,,,,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,Yes,Yes,Low,Low,Low,Low,Low,Low,Low,No,,Corruption,,Lack of political will,Incompetence,,,,,,,,Dealing with corruption,,,,Resuscitating industry,Improved health service delivery,,,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13084402471,Male,36 - 45,Married,Mashonaland East,Harare,Ruwa,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Own- Fully paid for,Full house,US$101-$200,No,,,,,,,,,,Yes,Budget approval,,,Discussions on performance of central government,,Development of national processes,,No,,,,,,,,,,,,,,,,,,,Yes,,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",,,,No,Yes,Yes,Non-existent (very bad),Remained the same (fair),Remained the same (fair),Moderately improved (good),Non-existent (very bad),Non-existent (very bad),Decreased (bad),Decreased (bad),Regular supply of clean water,,,,Functioning and well equipped clinics,,,,,Sewer reticulation,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,Yes,Yes,Low,Low,Low,Low,Low,Low,Low,No,Limited financial resources,Corruption,,,Incompetence,,,,,,,,Dealing with corruption,,Re-engagement with the international community,,,Improved health service delivery,,,,,,,,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,No
13084393953,Female,18 - 25,Never Married,Masvingo,Masvingo,Sisk,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,No,Decreased (bad),Decreased (bad),Remained the same (fair),Decreased (bad),Remained the same (fair),Decreased (bad),Decreased (bad),Remained the same (fair),,Garbage disposal,,,Functioning and well equipped clinics,Jobs,,,,,,Incompetence by office holders,Corruption,,Lack of appropriate oversight by Councillors,,,,Medium,Yes,No,Medium,Medium,Medium,Medium,Medium,Low,Low,Yes,,Corruption,,Lack of political will,,Ineffective leadership,,,,,,,Dealing with corruption,,,,Resuscitating industry,,,,Affordable housing and stands,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
